governor,state,time_in_office,party,year
James B. Hunt,North Carolina,1993 - 2001,Democrat,1995
James B. Hunt,North Carolina,1993 - 2001,Democrat,1996
James B. Hunt,North Carolina,1993 - 2001,Democrat,1997
James B. Hunt,North Carolina,1993 - 2001,Democrat,1998
James B. Hunt,North Carolina,1993 - 2001,Democrat,1999
James B. Hunt,North Carolina,1993 - 2001,Democrat,2000
James B. Hunt,North Carolina,1993 - 2001,Democrat,2001
James B. Hunt,North Carolina,1977 - 1985,Democrat,1977
James B. Hunt,North Carolina,1977 - 1985,Democrat,1978
James B. Hunt,North Carolina,1977 - 1985,Democrat,1979
James B. Hunt,North Carolina,1977 - 1985,Democrat,1980
James B. Hunt,North Carolina,1977 - 1985,Democrat,1981
James B. Hunt,North Carolina,1977 - 1985,Democrat,1982
James B. Hunt,North Carolina,1977 - 1985,Democrat,1983
James B. Hunt,North Carolina,1977 - 1985,Democrat,1984
James B. Hunt,North Carolina,1977 - 1985,Democrat,1985
Stephen Merrill,New Hampshire,1993 - 1997,Republican,1993
Stephen Merrill,New Hampshire,1993 - 1997,Republican,1994
Stephen Merrill,New Hampshire,1993 - 1997,Republican,1995
Stephen Merrill,New Hampshire,1993 - 1997,Republican,1996
Stephen Merrill,New Hampshire,1993 - 1997,Republican,1997
Marc Racicot,Montana,1993 - 2001,Republican,1993
Marc Racicot,Montana,1993 - 2001,Republican,1994
Marc Racicot,Montana,1993 - 2001,Republican,1995
Marc Racicot,Montana,1993 - 2001,Republican,1996
Marc Racicot,Montana,1993 - 2001,Republican,1997
Marc Racicot,Montana,1993 - 2001,Republican,1998
Marc Racicot,Montana,1993 - 2001,Republican,1999
Marc Racicot,Montana,1993 - 2001,Republican,2000
Marc Racicot,Montana,1993 - 2001,Republican,2001
A.P. Lutali,American Samoa,1993 - 1997,Democrat,1993
A.P. Lutali,American Samoa,1993 - 1997,Democrat,1994
A.P. Lutali,American Samoa,1993 - 1997,Democrat,1995
A.P. Lutali,American Samoa,1993 - 1997,Democrat,1996
A.P. Lutali,American Samoa,1993 - 1997,Democrat,1997
A.P. Lutali,American Samoa,1985 - 1989,Democrat,1985
A.P. Lutali,American Samoa,1985 - 1989,Democrat,1986
A.P. Lutali,American Samoa,1985 - 1989,Democrat,1987
A.P. Lutali,American Samoa,1985 - 1989,Democrat,1988
A.P. Lutali,American Samoa,1985 - 1989,Democrat,1989
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1993
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1994
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1995
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1996
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1997
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1998
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,1999
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,2000
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,2001
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,2002
Michael Okerlund Leavitt,Utah,1993 - 2003,Republican,2003
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1993
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1994
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1995
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1996
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1997
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1998
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),1999
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),2000
Pedro Rosselló,Puerto Rico,1993 - 2001,New Progressive Party (Puerto Rico),2001
Dale Edward Wolf,Delaware,1992 - 1993,Republican,1992
Dale Edward Wolf,Delaware,1992 - 1993,Republican,1993
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1992
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1993
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1994
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1995
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1996
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1997
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1998
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,1999
Edward Thomas Schafer,North Dakota,1992 - 2000,Republican,2000
Jim Guy Tucker,Arkansas,1992 - 1996,Democrat,1992
Jim Guy Tucker,Arkansas,1992 - 1996,Democrat,1993
Jim Guy Tucker,Arkansas,1992 - 1996,Democrat,1994
Jim Guy Tucker,Arkansas,1992 - 1996,Democrat,1995
Jim Guy Tucker,Arkansas,1992 - 1996,Democrat,1996
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1992
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1993
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1994
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1995
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1996
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1997
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1998
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,1999
Daniel Kirkwood Fordice,Mississippi,1992 - 2000,Republican,2000
Mike Foster,Louisiana,1992 - 2004,Republican,1992
Mike Foster,Louisiana,1992 - 2004,Republican,1993
Mike Foster,Louisiana,1992 - 2004,Republican,1994
Mike Foster,Louisiana,1992 - 2004,Republican,1995
Mike Foster,Louisiana,1992 - 2004,Republican,1996
Mike Foster,Louisiana,1992 - 2004,Republican,1997
Mike Foster,Louisiana,1992 - 2004,Republican,1998
Mike Foster,Louisiana,1992 - 2004,Republican,1999
Mike Foster,Louisiana,1992 - 2004,Republican,2000
Mike Foster,Louisiana,1992 - 2004,Republican,2001
Mike Foster,Louisiana,1992 - 2004,Republican,2002
Mike Foster,Louisiana,1992 - 2004,Republican,2003
Mike Foster,Louisiana,1992 - 2004,Republican,2004
Brereton C. Jones,Kentucky,1991 - 1995,Democrat,1991
Brereton C. Jones,Kentucky,1991 - 1995,Democrat,1992
Brereton C. Jones,Kentucky,1991 - 1995,Democrat,1993
Brereton C. Jones,Kentucky,1991 - 1995,Democrat,1994
Brereton C. Jones,Kentucky,1991 - 1995,Democrat,1995
Howard Dean,Vermont,1991 - 2003,Democrat,1991
Howard Dean,Vermont,1991 - 2003,Democrat,1992
Howard Dean,Vermont,1991 - 2003,Democrat,1993
Howard Dean,Vermont,1991 - 2003,Democrat,1994
Howard Dean,Vermont,1991 - 2003,Democrat,1995
Howard Dean,Vermont,1991 - 2003,Democrat,1996
Howard Dean,Vermont,1991 - 2003,Democrat,1997
Howard Dean,Vermont,1991 - 2003,Democrat,1998
Howard Dean,Vermont,1991 - 2003,Democrat,1999
Howard Dean,Vermont,1991 - 2003,Democrat,2000
Howard Dean,Vermont,1991 - 2003,Democrat,2001
Howard Dean,Vermont,1991 - 2003,Democrat,2002
Howard Dean,Vermont,1991 - 2003,Democrat,2003
J. Fife Symington,Arizona,1991 - 1997,Republican,1991
J. Fife Symington,Arizona,1991 - 1997,Republican,1992
J. Fife Symington,Arizona,1991 - 1997,Republican,1993
J. Fife Symington,Arizona,1991 - 1997,Republican,1994
J. Fife Symington,Arizona,1991 - 1997,Republican,1995
J. Fife Symington,Arizona,1991 - 1997,Republican,1996
J. Fife Symington,Arizona,1991 - 1997,Republican,1997
Dorothy Ann Willis Richards,Texas,1991 - 1995,Democrat,1991
Dorothy Ann Willis Richards,Texas,1991 - 1995,Democrat,1992
Dorothy Ann Willis Richards,Texas,1991 - 1995,Democrat,1993
Dorothy Ann Willis Richards,Texas,1991 - 1995,Democrat,1994
Dorothy Ann Willis Richards,Texas,1991 - 1995,Democrat,1995
Jim Edgar,Illinois,1991 - 1999,Republican,1991
Jim Edgar,Illinois,1991 - 1999,Republican,1992
Jim Edgar,Illinois,1991 - 1999,Republican,1993
Jim Edgar,Illinois,1991 - 1999,Republican,1994
Jim Edgar,Illinois,1991 - 1999,Republican,1995
Jim Edgar,Illinois,1991 - 1999,Republican,1996
Jim Edgar,Illinois,1991 - 1999,Republican,1997
Jim Edgar,Illinois,1991 - 1999,Republican,1998
Jim Edgar,Illinois,1991 - 1999,Republican,1999
George V. Voinovich,Ohio,1991 - 1998,Republican,1991
George V. Voinovich,Ohio,1991 - 1998,Republican,1992
George V. Voinovich,Ohio,1991 - 1998,Republican,1993
George V. Voinovich,Ohio,1991 - 1998,Republican,1994
George V. Voinovich,Ohio,1991 - 1998,Republican,1995
George V. Voinovich,Ohio,1991 - 1998,Republican,1996
George V. Voinovich,Ohio,1991 - 1998,Republican,1997
George V. Voinovich,Ohio,1991 - 1998,Republican,1998
Barbara Roberts,Oregon,1991 - 1995,Democrat,1991
Barbara Roberts,Oregon,1991 - 1995,Democrat,1992
Barbara Roberts,Oregon,1991 - 1995,Democrat,1993
Barbara Roberts,Oregon,1991 - 1995,Democrat,1994
Barbara Roberts,Oregon,1991 - 1995,Democrat,1995
David Lee Walters,Oklahoma,1991 - 1995,Democrat,1991
David Lee Walters,Oklahoma,1991 - 1995,Democrat,1992
David Lee Walters,Oklahoma,1991 - 1995,Democrat,1993
David Lee Walters,Oklahoma,1991 - 1995,Democrat,1994
David Lee Walters,Oklahoma,1991 - 1995,Democrat,1995
Joan Finney,Kansas,1991 - 1995,Democrat,1991
Joan Finney,Kansas,1991 - 1995,Democrat,1992
Joan Finney,Kansas,1991 - 1995,Democrat,1993
Joan Finney,Kansas,1991 - 1995,Democrat,1994
Joan Finney,Kansas,1991 - 1995,Democrat,1995
Zell Miller,Georgia,1991 - 1999,Democrat,1991
Zell Miller,Georgia,1991 - 1999,Democrat,1992
Zell Miller,Georgia,1991 - 1999,Democrat,1993
Zell Miller,Georgia,1991 - 1999,Democrat,1994
Zell Miller,Georgia,1991 - 1999,Democrat,1995
Zell Miller,Georgia,1991 - 1999,Democrat,1996
Zell Miller,Georgia,1991 - 1999,Democrat,1997
Zell Miller,Georgia,1991 - 1999,Democrat,1998
Zell Miller,Georgia,1991 - 1999,Democrat,1999
Richard A. Snelling,Vermont,1991 - 1991,Republican,1991
Richard A. Snelling,Vermont,1977 - 1985,Republican,1977
Richard A. Snelling,Vermont,1977 - 1985,Republican,1978
Richard A. Snelling,Vermont,1977 - 1985,Republican,1979
Richard A. Snelling,Vermont,1977 - 1985,Republican,1980
Richard A. Snelling,Vermont,1977 - 1985,Republican,1981
Richard A. Snelling,Vermont,1977 - 1985,Republican,1982
Richard A. Snelling,Vermont,1977 - 1985,Republican,1983
Richard A. Snelling,Vermont,1977 - 1985,Republican,1984
Richard A. Snelling,Vermont,1977 - 1985,Republican,1985
Lowell P. Weicker,Connecticut,1991 - 1995,Independent,1991
Lowell P. Weicker,Connecticut,1991 - 1995,Independent,1992
Lowell P. Weicker,Connecticut,1991 - 1995,Independent,1993
Lowell P. Weicker,Connecticut,1991 - 1995,Independent,1994
Lowell P. Weicker,Connecticut,1991 - 1995,Independent,1995
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1991
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1992
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1993
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1994
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1995
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1996
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1997
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1998
E. Benjamin Nelson,Nebraska,1991 - 1999,Democrat,1999
Lawton Chiles,Florida,1991 - 1998,Democrat,1991
Lawton Chiles,Florida,1991 - 1998,Democrat,1992
Lawton Chiles,Florida,1991 - 1998,Democrat,1993
Lawton Chiles,Florida,1991 - 1998,Democrat,1994
Lawton Chiles,Florida,1991 - 1998,Democrat,1995
Lawton Chiles,Florida,1991 - 1998,Democrat,1996
Lawton Chiles,Florida,1991 - 1998,Democrat,1997
Lawton Chiles,Florida,1991 - 1998,Democrat,1998
Pete Wilson,California,1991 - 1999,Republican,1991
Pete Wilson,California,1991 - 1999,Republican,1992
Pete Wilson,California,1991 - 1999,Republican,1993
Pete Wilson,California,1991 - 1999,Republican,1994
Pete Wilson,California,1991 - 1999,Republican,1995
Pete Wilson,California,1991 - 1999,Republican,1996
Pete Wilson,California,1991 - 1999,Republican,1997
Pete Wilson,California,1991 - 1999,Republican,1998
Pete Wilson,California,1991 - 1999,Republican,1999
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1991
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1992
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1993
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1994
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1995
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1996
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1997
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1998
Arne Helge Carlson,Minnesota,1991 - 1999,Republican,1999
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1991
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1992
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1993
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1994
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1995
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1996
William Floyd Weld,Massachusetts,1991 - 1997,Republican,1997
Bruce King,New Mexico,1991 - 1995,Democrat,1991
Bruce King,New Mexico,1991 - 1995,Democrat,1992
Bruce King,New Mexico,1991 - 1995,Democrat,1993
Bruce King,New Mexico,1991 - 1995,Democrat,1994
Bruce King,New Mexico,1991 - 1995,Democrat,1995
Bruce King,New Mexico,1979 - 1983,Democrat,1979
Bruce King,New Mexico,1979 - 1983,Democrat,1980
Bruce King,New Mexico,1979 - 1983,Democrat,1981
Bruce King,New Mexico,1979 - 1983,Democrat,1982
Bruce King,New Mexico,1979 - 1983,Democrat,1983
Bruce King,New Mexico,1971 - 1975,Democrat,1971
Bruce King,New Mexico,1971 - 1975,Democrat,1972
Bruce King,New Mexico,1971 - 1975,Democrat,1973
Bruce King,New Mexico,1971 - 1975,Democrat,1974
Bruce King,New Mexico,1971 - 1975,Democrat,1975
John Engler,Michigan,1991 - 2003,Republican,1991
John Engler,Michigan,1991 - 2003,Republican,1992
John Engler,Michigan,1991 - 2003,Republican,1993
John Engler,Michigan,1991 - 2003,Republican,1994
John Engler,Michigan,1991 - 2003,Republican,1995
John Engler,Michigan,1991 - 2003,Republican,1996
John Engler,Michigan,1991 - 2003,Republican,1997
John Engler,Michigan,1991 - 2003,Republican,1998
John Engler,Michigan,1991 - 2003,Republican,1999
John Engler,Michigan,1991 - 2003,Republican,2000
John Engler,Michigan,1991 - 2003,Republican,2001
John Engler,Michigan,1991 - 2003,Republican,2002
John Engler,Michigan,1991 - 2003,Republican,2003
Bruce G. Sundlun,Rhode Island,1991 - 1995,Democrat,1991
Bruce G. Sundlun,Rhode Island,1991 - 1995,Democrat,1992
Bruce G. Sundlun,Rhode Island,1991 - 1995,Democrat,1993
Bruce G. Sundlun,Rhode Island,1991 - 1995,Democrat,1994
Bruce G. Sundlun,Rhode Island,1991 - 1995,Democrat,1995
Walter J. Hickel,Alaska,1990 - 1994,Independent,1990
Walter J. Hickel,Alaska,1990 - 1994,Independent,1991
Walter J. Hickel,Alaska,1990 - 1994,Independent,1992
Walter J. Hickel,Alaska,1990 - 1994,Independent,1993
Walter J. Hickel,Alaska,1990 - 1994,Independent,1994
Walter J. Hickel,Alaska,1966 - 1969,Independent,1966
Walter J. Hickel,Alaska,1966 - 1969,Independent,1967
Walter J. Hickel,Alaska,1966 - 1969,Independent,1968
Walter J. Hickel,Alaska,1966 - 1969,Independent,1969
Jim Florio,New Jersey,1990 - 1994,Democrat,1990
Jim Florio,New Jersey,1990 - 1994,Democrat,1991
Jim Florio,New Jersey,1990 - 1994,Democrat,1992
Jim Florio,New Jersey,1990 - 1994,Democrat,1993
Jim Florio,New Jersey,1990 - 1994,Democrat,1994
L. Douglas Wilder,Virginia,1990 - 1994,Democrat,1990
L. Douglas Wilder,Virginia,1990 - 1994,Democrat,1991
L. Douglas Wilder,Virginia,1990 - 1994,Democrat,1992
L. Douglas Wilder,Virginia,1990 - 1994,Democrat,1993
L. Douglas Wilder,Virginia,1990 - 1994,Democrat,1994
Lorenzo I. De Leon Guerrero,Northern Mariana Islands,1990 - 1994,Republican,1990
Lorenzo I. De Leon Guerrero,Northern Mariana Islands,1990 - 1994,Republican,1991
Lorenzo I. De Leon Guerrero,Northern Mariana Islands,1990 - 1994,Republican,1992
Lorenzo I. De Leon Guerrero,Northern Mariana Islands,1990 - 1994,Republican,1993
Lorenzo I. De Leon Guerrero,Northern Mariana Islands,1990 - 1994,Republican,1994
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1989
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1990
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1991
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1992
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1993
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1994
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1995
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1996
Gaston Caperton,West Virginia,1989 - 1997,Democrat,1997
Evan Bayh,Indiana,1989 - 1997,Democrat,1989
Evan Bayh,Indiana,1989 - 1997,Democrat,1990
Evan Bayh,Indiana,1989 - 1997,Democrat,1991
Evan Bayh,Indiana,1989 - 1997,Democrat,1992
Evan Bayh,Indiana,1989 - 1997,Democrat,1993
Evan Bayh,Indiana,1989 - 1997,Democrat,1994
Evan Bayh,Indiana,1989 - 1997,Democrat,1995
Evan Bayh,Indiana,1989 - 1997,Democrat,1996
Evan Bayh,Indiana,1989 - 1997,Democrat,1997
Judd Gregg,New Hampshire,1989 - 1993,Republican,1989
Judd Gregg,New Hampshire,1989 - 1993,Republican,1990
Judd Gregg,New Hampshire,1989 - 1993,Republican,1991
Judd Gregg,New Hampshire,1989 - 1993,Republican,1992
Judd Gregg,New Hampshire,1989 - 1993,Republican,1993
Bob Miller,Nevada,1989 - 1999,Democrat,1989
Bob Miller,Nevada,1989 - 1999,Democrat,1990
Bob Miller,Nevada,1989 - 1999,Democrat,1991
Bob Miller,Nevada,1989 - 1999,Democrat,1992
Bob Miller,Nevada,1989 - 1999,Democrat,1993
Bob Miller,Nevada,1989 - 1999,Democrat,1994
Bob Miller,Nevada,1989 - 1999,Democrat,1995
Bob Miller,Nevada,1989 - 1999,Democrat,1996
Bob Miller,Nevada,1989 - 1999,Democrat,1997
Bob Miller,Nevada,1989 - 1999,Democrat,1998
Bob Miller,Nevada,1989 - 1999,Democrat,1999
Peter Tali Coleman,American Samoa,1989 - 1993,Republican,1989
Peter Tali Coleman,American Samoa,1989 - 1993,Republican,1990
Peter Tali Coleman,American Samoa,1989 - 1993,Republican,1991
Peter Tali Coleman,American Samoa,1989 - 1993,Republican,1992
Peter Tali Coleman,American Samoa,1989 - 1993,Republican,1993
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1978
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1979
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1980
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1981
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1982
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1983
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1984
Peter Tali Coleman,American Samoa,1978 - 1985,Republican,1985
Peter Tali Coleman,American Samoa,1956 - 1961,Republican,1956
Peter Tali Coleman,American Samoa,1956 - 1961,Republican,1957
Peter Tali Coleman,American Samoa,1956 - 1961,Republican,1958
Peter Tali Coleman,American Samoa,1956 - 1961,Republican,1959
Peter Tali Coleman,American Samoa,1956 - 1961,Republican,1960
Peter Tali Coleman,American Samoa,1956 - 1961,Republican,1961
Stan Stephens,Montana,1989 - 1993,Republican,1989
Stan Stephens,Montana,1989 - 1993,Republican,1990
Stan Stephens,Montana,1989 - 1993,Republican,1991
Stan Stephens,Montana,1989 - 1993,Republican,1992
Stan Stephens,Montana,1989 - 1993,Republican,1993
Edwin Washington Edwards,Louisiana,1988 - 1992,Democrat,1988
Edwin Washington Edwards,Louisiana,1988 - 1992,Democrat,1989
Edwin Washington Edwards,Louisiana,1988 - 1992,Democrat,1990
Edwin Washington Edwards,Louisiana,1988 - 1992,Democrat,1991
Edwin Washington Edwards,Louisiana,1988 - 1992,Democrat,1992
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1972
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1973
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1974
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1975
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1976
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1977
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1978
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1979
Edwin Washington Edwards,Louisiana,1972 - 1980,Democrat,1980
Buddy Elson Roemer,Louisiana,1988 - 1992,Democrat,1988
Buddy Elson Roemer,Louisiana,1988 - 1992,Democrat,1989
Buddy Elson Roemer,Louisiana,1988 - 1992,Democrat,1990
Buddy Elson Roemer,Louisiana,1988 - 1992,Republican,1991
Buddy Elson Roemer,Louisiana,1988 - 1992,"Democrat, Republican",1992
Rose Mofford,Arizona,1988 - 1991,Democrat,1988
Rose Mofford,Arizona,1988 - 1991,Democrat,1989
Rose Mofford,Arizona,1988 - 1991,Democrat,1990
Rose Mofford,Arizona,1988 - 1991,Democrat,1991
Raymond Edwin Mabus,Mississippi,1988 - 1992,Democrat,1988
Raymond Edwin Mabus,Mississippi,1988 - 1992,Democrat,1989
Raymond Edwin Mabus,Mississippi,1988 - 1992,Democrat,1990
Raymond Edwin Mabus,Mississippi,1988 - 1992,Democrat,1991
Raymond Edwin Mabus,Mississippi,1988 - 1992,Democrat,1992
Wallace G. Wilkinson,Kentucky,1987 - 1991,Democrat,1987
Wallace G. Wilkinson,Kentucky,1987 - 1991,Democrat,1988
Wallace G. Wilkinson,Kentucky,1987 - 1991,Democrat,1989
Wallace G. Wilkinson,Kentucky,1987 - 1991,Democrat,1990
Wallace G. Wilkinson,Kentucky,1987 - 1991,Democrat,1991
William Donald Schaefer,Maryland,1987 - 1995,Democrat,1987
